1000000 0.027084 0.021464 0.010506
2000000 0.021038 0.022110 0.021046
3000000 0.032011 0.032012 0.031595
4000000 0.041851 0.042263 0.041245
5000000 0.052189 0.052773 0.051559
6000000 0.062411 0.063299 0.061504
7000000 0.072078 0.073058 0.071353
8000000 0.081666 0.084094 0.085219
9000000 0.094570 0.095899 0.093303
10000000 0.103587 0.105120 0.102753
