  5000   0.18
  10000  0.37
  15000  0.56
  20000  0.73
  25000  0.90
  30000  1.10
  35000  1.29
  40000  1.44
  45000  1.64
  50000  1.83
  55000  2.06
  60000  2.18
  65000  2.36
  70000  2.62
  75000  2.76
  80000  2.96
  85000  3.08
  90000  3.27
  95000  3.51
  100000 3.75
