  5000   0.19
  10000  0.37
  15000  0.58
  20000  0.76
  25000  0.94
  30000  1.17
  35000  1.32
  40000  1.53
  45000  1.76
  50000  1.97
  55000  2.07
  60000  2.31
  65000  2.59
  70000  2.69
  75000  2.87
  80000  3.16
  85000  3.28
  90000  3.49
  95000  3.57
  100000 3.85
