  5000  0.10
  10000  0.12
  15000  0.21
  20000  0.31
  25000  0.29
  30000  0.41
  35000  0.46
  40000  0.53
  45000  0.62
  50000  0.65
  55000  0.80
  60000  0.87
  65000  0.93
  70000  1.00
  75000  1.03
  80000  1.10
  85000  1.21
  90000  1.20
  95000  1.34
  100000  1.40
